"code_module" "code_presentation" "id_student" "gender" "region" "highest_education" "imd_band" "age_band" "num_of_prev_attempts" "studied_credits" "disability" "final_result" "score_exam" "wscore_tmas" "wscore_cmas" "sum_click_total"
"BBB" "2013B" 557006 "F" "South West Region" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Pass" NA 47.71 4.2 235
"BBB" "2013B" 557024 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Pass" NA 64.33 4.2 792
"BBB" "2013B" 557032 "F" "East Anglian Region" "HE Qualification" "80-90%" "35-55" 0 120 "N" "Distinction" NA 73.51 4.8 2722
"BBB" "2013B" 557057 "M" "South West Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 79.29 4.8 1426
"BBB" "2013B" 557060 "F" "South West Region" "HE Qualification" "20-30%" "35-55" 0 60 "N" "Pass" NA 53.69 3.8 1134
"BBB" "2013B" 557145 "F" "South West Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Fail" NA 60.35 4.6 386
"BBB" "2013B" 557220 "F" "Wales" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 59.98 4.8 801
"BBB" "2013B" 557285 "F" "South Region" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 62.84 4.8 1157
"BBB" "2013B" 557308 "F" "North Region" "A Level or Equivalent" "10-20" "0-35" 0 75 "N" "Fail" NA 48.58 3.2 691
"BBB" "2013B" 557325 "F" "East Anglian Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Distinction" NA 69.69 2.4 619
"BBB" "2013B" 557351 "F" "South West Region" "A Level or Equivalent" "50-60%" "0-35" 0 90 "N" "Fail" NA 14.41 2 406
"BBB" "2013B" 557451 "F" "London Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 62.57 5 613
"BBB" "2013B" 557528 "F" "Yorkshire Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 77.01 4.8 1052
"BBB" "2013B" 557594 "F" "East Midlands Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 64.38 4.4 476
"BBB" "2013B" 557622 "F" "London Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Distinction" NA 83.56 5 1668
"BBB" "2013B" 557758 "F" "East Midlands Region" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Pass" NA 79.88 4 13144
"BBB" "2013B" 557775 "F" "South East Region" "HE Qualification" "10-20" "0-35" 0 60 "N" "Pass" NA 57.1 4.8 1664
"BBB" "2013B" 557827 "F" "North Western Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "Y" "Fail" NA 24.23 3.6 705
"BBB" "2013B" 557935 "F" "Yorkshire Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "Y" "Fail" NA 16.34 1 270
"BBB" "2013B" 557968 "F" "Wales" "A Level or Equivalent" "40-50%" "0-35" 0 70 "N" "Distinction" NA 77.97 5 468
"BBB" "2013B" 557979 "F" "London Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 59.21 2.2 191
"BBB" "2013B" 558024 "F" "West Midlands Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 65.35 3.4 400
"BBB" "2013B" 558040 "F" "Yorkshire Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 79.34 4.2 388
"BBB" "2013B" 558042 "F" "Yorkshire Region" "HE Qualification" "40-50%" "35-55" 0 120 "N" "Distinction" NA 76.59 4.2 195
"BBB" "2013B" 558066 "F" "South East Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Distinction" NA 78.84 4.6 431
"BBB" "2013B" 558068 "F" "South East Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Pass" NA 72.33 4.6 449
"BBB" "2013B" 558075 "F" "West Midlands Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 71.51 4.8 403
"BBB" "2013B" 558092 "F" "Yorkshire Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "Y" "Fail" NA 29.75 2.4 276
"BBB" "2013B" 558099 "F" "South East Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Distinction" NA 77.09 4.8 994
"BBB" "2013B" 558113 "F" "East Anglian Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 50.63 3.6 1104
"BBB" "2013B" 558114 "F" "East Anglian Region" "Lower Than A Level" "60-70%" "0-35" 0 120 "N" "Fail" NA 27.59 1 306
"BBB" "2013B" 558168 "F" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 63.83 4.6 225
"BBB" "2013B" 558247 "F" "South West Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 33.79 3.6 399
"BBB" "2013B" 558250 "F" "East Midlands Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 64.65 4.8 2764
"BBB" "2013B" 558373 "M" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Distinction" NA 78.81 4.6 1031
"BBB" "2013B" 558435 "F" "Wales" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Distinction" NA 78.7 4.8 948
"BBB" "2013B" 558602 "F" "East Anglian Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 2.9 NA 24
"BBB" "2013B" 558622 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 51.61 3.8 2478
"BBB" "2013B" 558662 "F" "London Region" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Fail" NA 14.43 2.8 592
"BBB" "2013B" 558689 "F" "North Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 50.84 4.6 397
"BBB" "2013B" 558703 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 53.54 0.8 191
"BBB" "2013B" 558747 "F" "London Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 60.47 3.6 2230
"BBB" "2013B" 558769 "F" "Scotland" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 68.99 4.8 1267
"BBB" "2013B" 558809 "F" "West Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Fail" NA 18.75 1 1474
"BBB" "2013B" 558820 "F" "Scotland" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 49.95 4.4 1008
"BBB" "2013B" 558903 "F" "East Midlands Region" "HE Qualification" "70-80%" "0-35" 0 60 "N" "Fail" NA 63.9 1.2 144
"BBB" "2013B" 558955 "F" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Fail" NA 55.08 4.4 415
"BBB" "2013B" 558965 "F" "North Western Region" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Pass" NA 65.39 4.6 1384
"BBB" "2013B" 559031 "F" "Scotland" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Pass" NA 68.51 3.6 555
"BBB" "2013B" 559173 "F" "North Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Fail" NA 3.75 NA 96
"BBB" "2013B" 559180 "F" "London Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 80.78 4.6 628
"BBB" "2013B" 559253 "F" "Scotland" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Pass" NA 56.1 5 1495
"BBB" "2013B" 559350 "F" "South East Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "Y" "Pass" NA 50.59 3.6 727
"BBB" "2013B" 559389 "F" "South Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 76.33 3.8 860
"BBB" "2013B" 559452 "M" "South Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Distinction" NA 66.55 5 370
"BBB" "2013B" 559458 "F" "South Region" "A Level or Equivalent" "70-80%" "35-55" 0 120 "N" "Pass" NA 75.39 4.6 990
"BBB" "2013B" 559475 "F" "South East Region" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Pass" NA 84.09 5 797
"BBB" "2013B" 559495 "F" "North Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Distinction" NA 81.19 5 10794
"BBB" "2013B" 559595 "F" "Wales" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 69.03 4.8 498
"BBB" "2013B" 559603 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 51.33 4.8 1736
"BBB" "2013B" 559606 "F" "East Midlands Region" "HE Qualification" "80-90%" "35-55" 0 60 "N" "Pass" NA 61.78 4 3382
"BBB" "2013B" 559608 "F" "East Midlands Region" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Pass" NA 59.3 4.6 640
"BBB" "2013B" 559610 "F" "East Midlands Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Fail" NA 2.85 NA 205
"BBB" "2013B" 559611 "F" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 71.43 5 919
"BBB" "2013B" 559651 "F" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 66.75 4.6 226
"BBB" "2013B" 559744 "F" "South Region" "Post Graduate Qualification" "90-100%" "35-55" 0 60 "N" "Pass" NA 74.41 4.2 675
"BBB" "2013B" 559808 "F" "Scotland" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 3.4 NA 54
"BBB" "2013B" 559989 "F" "Wales" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Fail" NA 2.2 NA 206
"BBB" "2013B" 560012 "F" "East Midlands Region" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Fail" NA 38.15 1.8 113
"BBB" "2013B" 560075 "F" "South Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 51.43 0.8 529
"BBB" "2013B" 560160 "F" "Scotland" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA NA NA 28
"BBB" "2013B" 560170 "F" "East Midlands Region" "HE Qualification" "20-30%" "35-55" 0 60 "N" "Pass" NA 46.49 3.6 735
"BBB" "2013B" 560208 "M" "East Anglian Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 17.78 1 167
"BBB" "2013B" 560319 "F" "East Anglian Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Pass" NA 66.31 5 1846
"BBB" "2013B" 560455 "F" "North Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 57.39 4.4 471
"BBB" "2013B" 560468 "F" "South East Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 56.31 3.2 855
"BBB" "2013B" 560891 "F" "South West Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA 3.15 NA 110
"BBB" "2013B" 560968 "F" "Wales" "HE Qualification" "50-60%" "35-55" 0 120 "N" "Distinction" NA 84.85 4.8 1193
"BBB" "2013B" 560970 "M" "Wales" "HE Qualification" "60-70%" "35-55" 0 120 "N" "Pass" NA 84.46 3.2 611
"BBB" "2013B" 561138 "F" "West Midlands Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 71 5 720
"BBB" "2013B" 561161 "F" "South East Region" "HE Qualification" "60-70%" "0-35" 0 120 "N" "Distinction" NA 86.85 4.8 811
"BBB" "2013B" 561164 "M" "North Region" "A Level or Equivalent" "10-20" "0-35" 0 120 "N" "Distinction" NA 83.27 4.4 2424
"BBB" "2013B" 561166 "F" "South East Region" "A Level or Equivalent" "30-40%" "35-55" 0 120 "N" "Distinction" NA 78.32 4.6 1113
"BBB" "2013B" 561167 "F" "South East Region" "HE Qualification" "80-90%" "35-55" 0 120 "N" "Pass" NA 75.13 3.6 1412
"BBB" "2013B" 561343 "M" "Wales" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 64.28 4 607
"BBB" "2013B" 561437 "F" "South West Region" "A Level or Equivalent" "50-60%" "35-55" 0 120 "N" "Pass" NA 85.19 4.8 426
"BBB" "2013B" 561444 "F" "South West Region" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Pass" NA 78.2 4.6 1240
"BBB" "2013B" 561445 "F" "South West Region" "A Level or Equivalent" "50-60%" "35-55" 0 120 "N" "Pass" NA 87.5 5 1337
"BBB" "2013B" 561448 "F" "South West Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 76.54 4.8 381
"BBB" "2013B" 561452 "F" "South West Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Distinction" NA 79.03 4.8 1641
"BBB" "2013B" 561455 "F" "South West Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 56.06 3.8 854
"BBB" "2013B" 561458 "F" "South West Region" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Pass" NA 70.06 5 592
"BBB" "2013B" 561459 "F" "South West Region" "A Level or Equivalent" "20-30%" "35-55" 0 120 "N" "Distinction" NA 67.79 4.8 760
"BBB" "2013B" 561461 "F" "South West Region" "Lower Than A Level" "" "0-35" 0 120 "N" "Pass" NA 70.89 4.4 746
"BBB" "2013B" 561711 "M" "Wales" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Fail" NA 22.02 2.8 626
"BBB" "2013B" 561713 "M" "Wales" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 49.11 3.8 806
"BBB" "2013B" 561715 "M" "Wales" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Fail" NA 30.36 4 430
"BBB" "2013B" 561716 "F" "Wales" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 37.41 4 893
"BBB" "2013B" 561718 "M" "Wales" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Fail" NA 3.25 NA 66
"BBB" "2013B" 562465 "F" "West Midlands Region" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Pass" NA 61.89 4.6 681
"BBB" "2013B" 562489 "F" "North Western Region" "HE Qualification" "10-20" "0-35" 0 60 "N" "Distinction" NA 76.23 4.8 1476
"BBB" "2013B" 562495 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 120 "Y" "Fail" NA 71.91 4.6 648
"BBB" "2013B" 563330 "M" "London Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 70.38 5 713
"BBB" "2013B" 563363 "F" "London Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "N" "Pass" NA 56.25 2 308
"BBB" "2013B" 563874 "F" "East Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Distinction" NA 87.7 4.8 2980
"BBB" "2013B" 563877 "F" "East Midlands Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 72.54 4 1150
"BBB" "2013B" 563878 "F" "East Midlands Region" "HE Qualification" "50-60%" "35-55" 0 120 "N" "Pass" NA 63.32 4.6 2591
"BBB" "2013B" 563879 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 56.25 3.2 413
"BBB" "2013B" 565870 "F" "North Western Region" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Fail" NA 73.9 4 674
"BBB" "2013B" 58089 "F" "West Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 2 90 "N" "Fail" NA 3.75 1 102
"BBB" "2013B" 62631 "F" "North Western Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Fail" NA 41.19 2.8 525
"BBB" "2013B" 70608 "F" "South East Region" "HE Qualification" "70-80%" "35-55" 0 240 "N" "Distinction" NA 73.35 4.6 270
"BBB" "2013B" 71433 "F" "North Western Region" "A Level or Equivalent" "50-60%" "0-35" 1 150 "N" "Fail" NA NA NA 60
"BBB" "2013B" 74695 "F" "North Region" "Lower Than A Level" "40-50%" "0-35" 0 90 "N" "Distinction" NA 70.74 4.6 3679
"BBB" "2013B" 74734 "F" "North Western Region" "Lower Than A Level" "0-10%" "0-35" 0 180 "N" "Pass" NA 70.86 3.8 208
"BBB" "2013B" 75399 "F" "East Anglian Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Pass" NA 47.17 4.2 489
"BBB" "2013B" 78645 "F" "East Anglian Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 28.59 0.8 426
"BBB" "2013B" 82535 "F" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 180 "N" "Pass" NA 57.65 3.8 352
"BBB" "2013B" 82741 "F" "East Anglian Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 60.28 4.4 879
"BBB" "2013B" 83254 "F" "London Region" "HE Qualification" "10-20" "35-55" 0 60 "N" "Pass" NA 58.93 4.2 954
"BBB" "2013B" 84245 "M" "Wales" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Distinction" NA 81.32 3.6 657
"BBB" "2013B" 84664 "F" "North Western Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 59.25 5 495
"BBB" "2013B" 87732 "M" "East Midlands Region" "A Level or Equivalent" "30-40%" "35-55" 0 75 "N" "Pass" NA 55.35 4.2 1018
"BBB" "2013B" 91322 "F" "Yorkshire Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 69.42 3.8 1616
"BBB" "2013B" 92832 "F" "East Anglian Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 49.72 4.4 1067
"BBB" "2013B" 92947 "F" "Wales" "HE Qualification" "10-20" "35-55" 0 120 "N" "Distinction" NA 80 3.2 1350
"BBB" "2013B" 92993 "F" "East Anglian Region" "Lower Than A Level" "10-20" "0-35" 3 135 "N" "Pass" NA 50.67 4.4 974
"BBB" "2013B" 94616 "F" "South Region" "Lower Than A Level" "80-90%" "0-35" 1 60 "N" "Fail" NA 51.56 3.6 199
"BBB" "2013B" 97154 "F" "North Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 65.81 4.8 984
"BBB" "2013B" 98313 "F" "Scotland" "HE Qualification" "30-40%" "35-55" 0 60 "N" "Pass" NA 74.62 4.2 145
"BBB" "2013J" 105527 "F" "Scotland" "HE Qualification" "40-50%" "35-55" 0 120 "N" "Pass" NA 75.36 4.4 993
"BBB" "2013J" 105851 "F" "West Midlands Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "Y" "Pass" NA 68.64 4.6 385
"BBB" "2013J" 105883 "F" "North Western Region" "A Level or Equivalent" "0-10%" "35-55" 0 60 "N" "Pass" NA 66.57 4.2 4022
"BBB" "2013J" 106588 "F" "Scotland" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Distinction" NA 77.64 5 981
"BBB" "2013J" 108118 "F" "South Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Pass" NA 49.26 3.6 396
"BBB" "2013J" 108760 "F" "London Region" "Lower Than A Level" "30-40%" "35-55" 3 60 "N" "Fail" NA 36.04 3.6 846
"BBB" "2013J" 109372 "F" "South West Region" "Lower Than A Level" "" "0-35" 0 60 "N" "Pass" NA 74.91 4.6 1450
"BBB" "2013J" 1105438 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 59.32 3 416
"BBB" "2013J" 111942 "F" "South West Region" "A Level or Equivalent" "70-80%" "35-55" 0 120 "N" "Pass" NA 71.89 5 1853
"BBB" "2013J" 1170618 "F" "South East Region" "HE Qualification" "70-80%" "35-55" 0 120 "N" "Distinction" NA 66.02 5 550
"BBB" "2013J" 119898 "F" "West Midlands Region" "Lower Than A Level" "30-40%" "0-35" 2 60 "N" "Pass" NA 68.26 3.2 167
"BBB" "2013J" 123716 "M" "North Region" "Lower Than A Level" "10-20" "0-35" 0 90 "N" "Pass" NA 69.78 4.4 1068
"BBB" "2013J" 124909 "M" "Yorkshire Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 66.08 4.8 1520
"BBB" "2013J" 128386 "M" "South Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "N" "Fail" NA 11.7 2 66
"BBB" "2013J" 128889 "F" "South Region" "A Level or Equivalent" "90-100%" "35-55" 1 120 "N" "Pass" NA 79.66 4.4 9524
"BBB" "2013J" 131051 "F" "Scotland" "Lower Than A Level" "60-70%" "0-35" 3 60 "N" "Pass" NA 60.62 5 999
"BBB" "2013J" 1340766 "F" "South Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Distinction" NA 80.75 4.2 652
"BBB" "2013J" 134563 "F" "Scotland" "Lower Than A Level" "20-30%" "0-35" 2 60 "N" "Pass" NA 77.04 5 5183
"BBB" "2013J" 138289 "F" "East Midlands Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 64.95 4.6 575
"BBB" "2013J" 138920 "F" "Wales" "Lower Than A Level" "0-10%" "0-35" 1 60 "N" "Fail" NA 28.26 1.8 437
"BBB" "2013J" 139549 "F" "Scotland" "Lower Than A Level" "40-50%" "0-35" 1 60 "Y" "Pass" NA 58.83 3.6 286
"BBB" "2013J" 1399285 "F" "Wales" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 70.73 4.4 481
"BBB" "2013J" 1405594 "F" "North Western Region" "Lower Than A Level" "70-80%" "35-55" 0 120 "N" "Pass" NA 66.09 5 7605
"BBB" "2013J" 1411627 "F" "West Midlands Region" "Lower Than A Level" "0-10%" "35-55" 1 180 "Y" "Pass" NA 57.39 3.4 3342
"BBB" "2013J" 141949 "F" "East Anglian Region" "Lower Than A Level" "20-30%" "0-35" 1 60 "N" "Pass" NA 69.6 4.8 878
"BBB" "2013J" 1421720 "M" "North Western Region" "HE Qualification" "0-10%" "35-55" 2 120 "N" "Pass" NA 71.57 4.6 774
"BBB" "2013J" 1440341 "M" "Wales" "Lower Than A Level" "90-100%" "35-55" 0 60 "N" "Pass" NA 69.92 5 1663
"BBB" "2013J" 146165 "F" "Wales" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 72.45 4.6 167
"BBB" "2013J" 146600 "F" "Ireland" "Lower Than A Level" "80-90%" "0-35" 0 120 "N" "Pass" NA 46.83 4.6 324
"BBB" "2013J" 1467014 "M" "Wales" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 78.99 5 1292
"BBB" "2013J" 1503056 "F" "South West Region" "Lower Than A Level" "40-50%" "35-55" 0 120 "Y" "Pass" NA 60.08 4.8 215
"BBB" "2013J" 151800 "F" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA 11.76 1.6 85
"BBB" "2013J" 151917 "F" "West Midlands Region" "A Level or Equivalent" "10-20" "0-35" 3 60 "N" "Fail" NA 75.46 4.4 909
"BBB" "2013J" 1521687 "F" "South Region" "HE Qualification" "70-80%" "35-55" 0 120 "N" "Fail" NA 16.88 0.8 52
"BBB" "2013J" 1536774 "F" "West Midlands Region" "Lower Than A Level" "10-20" "35-55" 1 60 "N" "Pass" NA 66.58 4.4 1767
"BBB" "2013J" 153704 "F" "West Midlands Region" "Lower Than A Level" "0-10%" "0-35" 2 60 "N" "Fail" NA 44.29 2.8 165
"BBB" "2013J" 154011 "F" "South East Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 71.66 4.2 681
"BBB" "2013J" 1541133 "F" "Scotland" "A Level or Equivalent" "50-60%" "35-55" 0 150 "Y" "Fail" NA 67.89 5 2208
"BBB" "2013J" 156311 "F" "London Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 80.45 5 575
"BBB" "2013J" 157060 "F" "East Midlands Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Pass" NA 52.48 3.4 302
"BBB" "2013J" 157795 "M" "Yorkshire Region" "Lower Than A Level" "80-90%" "35-55" 1 60 "N" "Pass" NA 65.98 5 1519
"BBB" "2013J" 1594621 "F" "South Region" "Lower Than A Level" "50-60%" "55<=" 0 60 "N" "Pass" NA 73.45 2.2 369
"BBB" "2013J" 161491 "F" "Scotland" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Distinction" NA 74.58 4.2 970
"BBB" "2013J" 1624707 "F" "South Region" "A Level or Equivalent" "10-20" "35-55" 0 60 "N" "Distinction" NA 72.21 5 1323
"BBB" "2013J" 1627017 "F" "North Region" "HE Qualification" "40-50%" "35-55" 0 120 "N" "Pass" NA 57.86 4 908
"BBB" "2013J" 169213 "F" "London Region" "A Level or Equivalent" "30-40%" "0-35" 1 60 "N" "Pass" NA 61.53 3.6 332
"BBB" "2013J" 1695710 "F" "East Anglian Region" "A Level or Equivalent" "90-100%" "35-55" 0 120 "N" "Pass" NA 73.01 4.8 968
"BBB" "2013J" 1726951 "F" "Wales" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Distinction" NA 72.81 4.8 710
"BBB" "2013J" 1731564 "F" "Ireland" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 43.36 4.2 468
"BBB" "2013J" 174222 "F" "South West Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 49.54 3.6 701
"BBB" "2013J" 174440 "F" "Wales" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 10.81 1.4 196
"BBB" "2013J" 174487 "F" "South Region" "Lower Than A Level" "10-20" "0-35" 1 60 "N" "Pass" NA 55.98 4.6 434
"BBB" "2013J" 1778145 "F" "South East Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "Y" "Pass" NA 60.44 4.4 1029
"BBB" "2013J" 1781804 "F" "London Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Fail" NA 2.15 0.6 23
"BBB" "2013J" 178738 "F" "East Anglian Region" "HE Qualification" "70-80%" "0-35" 1 60 "N" "Fail" NA 15.57 1.4 161
"BBB" "2013J" 178963 "M" "South West Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "Y" "Pass" NA 60.95 3.4 118
"BBB" "2013J" 179254 "F" "South East Region" "Lower Than A Level" "30-40%" "0-35" 1 60 "N" "Fail" NA 14.15 1.4 45
"BBB" "2013J" 1797168 "F" "South West Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 38.67 5 316
"BBB" "2013J" 182661 "F" "South Region" "Lower Than A Level" "40-50%" "35-55" 3 60 "N" "Pass" NA NA 0.8 26
"BBB" "2013J" 188026 "F" "Wales" "HE Qualification" "90-100%" "0-35" 1 120 "N" "Fail" NA 77.73 4.8 444
"BBB" "2013J" 1886295 "F" "South Region" "A Level or Equivalent" "60-70%" "35-55" 1 60 "N" "Distinction" NA 82.63 5 452
"BBB" "2013J" 1889565 "F" "South East Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Distinction" NA 78.62 4.6 971
"BBB" "2013J" 189095 "F" "Scotland" "Lower Than A Level" "50-60%" "0-35" 1 60 "N" "Fail" NA 13.79 1.8 904
"BBB" "2013J" 1903677 "F" "West Midlands Region" "Lower Than A Level" "60-70%" "35-55" 1 60 "N" "Pass" NA 67.24 4.4 412
"BBB" "2013J" 1910175 "F" "Scotland" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Pass" NA 71.91 4.6 1004
"BBB" "2013J" 191269 "F" "East Anglian Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "N" "Pass" NA 58.24 4.2 886
